src,dst,weight
글로벌,한국경제TV,0.6483484506607056
글로벌,YTN,0.6439171433448792
글로벌,귀국,0.6265676617622375
글로벌,의료,0.6264914274215698
글로벌,9월 18일,0.6067946553230286
종목,주식시장,0.6843100190162659
종목,주목,0.6659879088401794
종목,차장,0.6391630172729492
종목,증권,0.6260358095169067
종목,이베스트투자증권,0.6242921948432922
종목,보고서,0.6232503652572632
종목,염승환,0.6088467240333557
종목,보신각,0.6043859720230103
종목,부장님,0.6040010452270508
종목,해야 ,0.6029961705207825
절친,만나자마자,0.6179611086845398
절친,돌고래,0.5824428200721741
절친,티파니,0.5752637386322021
절친,웅장,0.5710737109184265
절친,만지,0.5707088112831116
절친,정명,0.567463219165802
절친,뜸,0.544678807258606
절친,중딩,0.5308629274368286
절친,펑,0.5296097993850708
절친,제시,0.5142494440078735
에요,나오시,0.607062578201294
에요,키친,0.5893949270248413
에요,건물주,0.5665778517723083
에요,Pink,0.5414654612541199
에요,레인,0.5340829491615295
에요,어쩌라고,0.5116588473320007
에요,김민우,0.4946384131908417
에요,3-2,0.49168384075164795
에요,그니까,0.48195937275886536
에요,엔조이커플,0.4817062318325043
존잘,존예,0.7181766629219055
존잘,예가,0.7157068252563477
존잘,존,0.6944206357002258
존잘,쌩얼,0.6899999976158142
존잘,마기,0.6167659759521484
존잘,얼굴 안,0.612414538860321
존잘,레디,0.5923190116882324
존잘,고딩,0.5775923728942871
존잘,글자,0.5648943781852722
존잘,눈싸움,0.5644965767860413
바다,장례식장,0.5701871514320374
바다,부검,0.5311849117279053
바다,긴급출동,0.4914371371269226
바다,가스라이팅,0.4907410144805908
바다,안자,0.4888962507247925
바다,맞다,0.4883756935596466
바다,타이어,0.48600155115127563
바다,대나무,0.4795073866844177
바다,죽어,0.4777689278125763
바다,카가,0.4759942889213562
햄버거,KTX,0.7239326238632202
햄버거,몰리,0.6406735777854919
햄버거,공대생,0.6002790927886963
햄버거,닭다리,0.5954962372779846
햄버거,생애,0.5744888186454773
햄버거,따라하기,0.5680259466171265
햄버거,로미,0.5621827840805054
햄버거,한국 음식,0.5549386739730835
햄버거,우동,0.5503208041191101
햄버거,점보,0.549997866153717
주가,사도,0.6286593675613403
주가,주식시장,0.6262183785438538
주가,상속세,0.6160915493965149
주가,저하,0.6159175634384155
주가,대비,0.6143425703048706
주가,의욕,0.5955864787101746
주가,사면,0.5935537815093994
주가,삼성전자,0.583236038684845
주가,증권,0.5812281966209412
주가,지지율,0.5786582827568054
45,111,0.6274333000183105
45,타깃,0.6095974445343018
45,박정희,0.5940046310424805
45,온가,0.5819135904312134
45,179,0.5740249752998352
45,1076,0.5733450055122375
45,380,0.5639669299125671
45,다스뵈이다,0.5638012886047363
45,김어준,0.5566174983978271
45,46,0.5524767637252808
챙,다녀왔어,0.5578556656837463
챙,후추,0.5345168709754944
챙,날아,0.5320751070976257
챙,애플이,0.5183050632476807
챙,멘토,0.5177986025810242
챙,새콤달콤,0.5153437256813049
챙,경력,0.5039395093917847
챙,물건,0.49873441457748413
챙,인스,0.4965634346008301
챙,비단잉어,0.4933973550796509
유형,밍꼬발랄,0.686127781867981
유형,조카,0.5992563962936401
유형,eyes,0.5845333933830261
유형,김용명,0.5777931809425354
유형,성수커플,0.5753350853919983
유형,빼빼로데이,0.5692699551582336
유형,드라마,0.5518762469291687
유형,설렘,0.5456583499908447
유형,사돈,0.5454444289207458
유형,무사,0.5439373254776001
마이,보그,0.8647852540016174
마이,스포주의,0.7070527076721191
마이,본캐,0.6394781470298767
마이,에센,0.6388947367668152
마이,김대희,0.6006766557693481
마이,맥밖TV,0.592278778553009
마이,장원영,0.5670226216316223
마이,이지아,0.5496194362640381
마이,새내기,0.5464707612991333
마이,라이프,0.5400680899620056
TXT,투모로우바이투게더,0.8109945058822632
TXT,5시 53분의 하늘에서 발견한 너와 나,0.76478111743927
TXT,Happy,0.7277600169181824
TXT,ENHYPEN,0.7250820398330688
TXT,Krystal,0.7110055088996887
TXT,Beware,0.7045307159423828
TXT,NU'EST,0.7021417021751404
TXT,엔하이픈,0.6942117810249329
TXT,Melody,0.6887200474739075
TXT,Siren,0.6853789687156677
月,무도,0.8646268248558044
月,아유,0.7434821724891663
月,나오시,0.6038162708282471
月,양미리,0.6034375429153442
月,오전,0.5817515254020691
月,imp,0.5795748233795166
月,어떡해,0.5768225789070129
月,분명,0.5733439326286316
月,다큐플렉스,0.5730132460594177
月,김동길,0.5704265236854553
그런데,조립,0.6305109262466431
그런데,중대발표,0.5816290378570557
그런데,노리,0.5771711468696594
그런데,다만,0.5212647914886475
그런데,상남자 ,0.5156745314598083
그런데,벨튀,0.5144139528274536
그런데,풍자,0.5116270780563354
그런데,주고,0.5059539079666138
그런데,알렉산더 카렐린,0.5051478147506714
그런데,검증,0.5037387013435364
김계란,야전삽 짱재,0.7729552984237671
김계란,더블,0.6776456832885742
김계란,에이전트 H,0.6224346160888672
김계란,이은지,0.5749671459197998
김계란,이여사,0.5717594623565674
김계란,폴,0.5575588345527649
김계란,신비아파트,0.5335752367973328
김계란,최현석,0.510649561882019
김계란,크집사,0.5095177292823792
김계란,He is,0.5087058544158936
디,비자,0.6205724477767944
디,박싱데이,0.55497145652771
디,팬텀,0.5470945239067078
디,안신애,0.5378605127334595
디,시카고,0.5278776288032532
디,컬,0.5090223550796509
디,베,0.5051935315132141
디,돔,0.5013343691825867
디,디프,0.4802870452404022
디,450,0.4784250557422638
쏭,싱어게인 4라운드,0.8348243236541748
쏭,배송,0.8160544037818909
쏭,진출자,0.8149601817131042
쏭,히든싱어6,0.6732689142227173
쏭,한글날,0.6639130711555481
쏭,병영일기,0.6494863629341125
쏭,탄이,0.6494321227073669
쏭,보릿고개,0.6464575529098511
쏭,휘파람,0.6409069895744324
쏭,SBS 연예대상,0.6278759837150574
정신,주석경,0.6081139445304871
정신,프로파일러,0.5945310592651367
정신,그녀에게,0.5697513222694397
정신,따위,0.5692045092582703
정신,극한 직업,0.5480924844741821
정신,조의영역,0.5414839386940002
정신,주다,0.53669273853302
정신,벨튀,0.5366396903991699
정신,구구,0.5347030162811279
정신,유기,0.5302870869636536
맘,無,0.7244218587875366
맘,대로,0.7059912085533142
맘,어떡해,0.5944317579269409
맘,햄지,0.5696825981140137
맘,순삭,0.5390421152114868
맘,소화,0.5206261277198792
맘,:),0.5126842260360718
맘,가짜사나이 2기,0.5010013580322266
맘,감성,0.49742332100868225
맘,ඞ,0.497140496969223
By,사랑노래,0.7790088653564453
By,요요미,0.732079029083252
By,IK,0.6903027296066284
By,안무영상,0.6614192724227905
By,Face,0.5898235440254211
By,스러,0.5844223499298096
By,Dear,0.5768950581550598
By,HAPPY,0.5686493515968323
By,HOLIDAY,0.562692403793335
By,Shot,0.5601300597190857
존예,존잘,0.7181766033172607
존예,레디,0.6513922810554504
존예,마기,0.6315300464630127
존예,쌩얼,0.6085935831069946
존예,훈,0.5955209136009216
존예,섹시,0.5802851319313049
존예,테 카,0.576374888420105
존예,3D,0.5711209774017334
존예,예가,0.5682167410850525
존예,드빌,0.563809335231781
수도,⁉,0.5827145576477051
수도,하온,0.531751275062561
수도,변기,0.5256527066230774
수도,이달,0.5197508335113525
수도,영화관,0.5192150473594666
수도,그거,0.516005277633667
수도,에티오피아,0.5145529508590698
수도,골프공,0.5122024416923523
수도,찜질방,0.5116535425186157
수도,러드,0.509750247001648
36,모비딕,0.6194401979446411
36,장각,0.5846849083900452
36,49,0.5813689231872559
36,52,0.576031506061554
36,사이드,0.5498124361038208
36,38,0.5458753108978271
36,관종의 삶,0.5383056402206421
36,아웃,0.5289324522018433
36,다정한 부부,0.5236077904701233
36,》,0.522148072719574
범인,음성,0.6412010788917542
범인,범이,0.5805044770240784
범인,고등래퍼,0.575932502746582
범인,유기,0.5750178694725037
범인,살해,0.5726795196533203
범인,흔적,0.5686368346214294
범인,정체,0.5635934472084045
범인,발로,0.557544469833374
범인,반달가슴곰,0.5547686815261841
범인,524,0.54233717918396
그래서,문명,0.7034301161766052
그래서,이관희,0.6698404550552368
그래서,저기,0.557098925113678
그래서,헤이,0.5510295033454895
그래서,낫,0.5403845906257629
그래서,농구,0.538712203502655
그래서,안일권,0.5239046216011047
그래서,KBL,0.5094026327133179
그래서,나래,0.5090463757514954
그래서,그랜저,0.5086029767990112
병맛더빙,웃긴영상,0.8388413786888123
병맛더빙,4차원,0.8061976432800293
병맛더빙,새치기,0.7477689385414124
병맛더빙,티스,0.6287631988525391
병맛더빙,사이언,0.6210761666297913
병맛더빙,아동급식카드,0.6034437417984009
병맛더빙,공화당,0.598259687423706
병맛더빙,돌잔치,0.5914106965065002
병맛더빙,평행세계,0.5839530229568481
병맛더빙,관종의 삶,0.5819782614707947
안방,쇼챔,0.7499358654022217
안방,러브하우스,0.6815542578697205
안방,드레스,0.6794965863227844
안방,소련여자,0.6681127548217773
안방,허클베리피,0.6644116640090942
안방,Black Mamba,0.6643567681312561
안방,HDR,0.6621258854866028
안방,세로,0.6575385332107544
안방,니고,0.6449903845787048
안방,병영일기,0.6407017111778259
제품,아이맥,0.6315858364105225
제품,태그,0.6302509307861328
제품,퍼플,0.6278906464576721
제품,사지,0.5967954397201538
제품,M1,0.5934323072433472
제품,맥스,0.5806076526641846
제품,미리보기,0.5791280269622803
제품,애플,0.5760878324508667
제품,세계 최초,0.5752176642417908
제품,해체,0.574992835521698
이후,패배,0.6017702221870422
이후,잠적,0.5656247138977051
이후,대책,0.5491028428077698
이후,13년,0.5475608706474304
이후,언팩,0.5376318097114563
이후,충돌,0.5372727513313293
이후,1076,0.5360875725746155
이후,오토바이,0.525294840335846
이후,전당포 사나이들,0.5227420926094055
이후,개훌륭,0.5165466070175171
디저트,오렌지,0.6470485329627991
디저트,정복,0.64226895570755
디저트,삼각김밥,0.6245036721229553
디저트,돈스,0.6173513531684875
디저트,패밀리마트,0.6171336770057678
디저트,대창,0.6170946955680847
디저트,달걀말이,0.6163635849952698
디저트,야무,0.6152263283729553
디저트,치밥,0.6047173142433167
디저트,왕새우,0.6011452674865723
백,이즈,0.6819082498550415
백,재키,0.654455840587616
백,레이디,0.6436592936515808
백,디올,0.6403147578239441
백,리백,0.6349380612373352
백,빈티지,0.610131025314331
백,샤넬,0.6076858639717102
백,켈,0.6062166094779968
백,연예계,0.5862913727760315
백,학번,0.5378926992416382
33,모비딕,0.602545976638794
33,49,0.5893398523330688
33,39,0.5881584286689758
33,강풍,0.571895182132721
33,HL,0.5628300309181213
33,디종,0.5609815120697021
33,층,0.5603381991386414
33,38,0.5336111783981323
33,라리가,0.5325597524642944
33,시미,0.5288126468658447
겁,입도,0.5950355529785156
겁,다비치,0.587074339389801
겁,타리,0.5732825398445129
겁,그래도,0.5649780631065369
겁,총각김치,0.5594676733016968
겁,나마,0.5593418478965759
겁,즐,0.5504536628723145
겁,이해리,0.5404155254364014
겁,음식물 쓰레기,0.5290663242340088
겁,50대,0.5284425020217896
스마트폰,쓰시,0.784001350402832
스마트폰,수법,0.7750555276870728
스마트폰,악질,0.7207168340682983
스마트폰,LG전자,0.6796092987060547
스마트폰,철수,0.6380578875541687
스마트폰,동작,0.6323848366737366
스마트폰,지방,0.5928716659545898
스마트폰,이루,0.5823396444320679
스마트폰,맷돌,0.5724958777427673
스마트폰,상담,0.5660801529884338
명절,가질,0.7421078085899353
명절,날려버려,0.735867440700531
명절,반찬,0.7023828625679016
명절,말 마,0.6356500387191772
명절,갤,0.6318272352218628
명절,우전,0.6305633783340454
명절,풍,0.6263900399208069
명절,감자전,0.5944680571556091
명절,경비,0.5918710827827454
명절,팽이버섯,0.5884802341461182
가짜,선전포고,0.6267933249473572
가짜,단톡방,0.6145653128623962
가짜,성적,0.5921803712844849
가짜,쿠폰,0.5767127871513367
가짜,배구,0.5504223108291626
가짜,노빠꾸,0.5493978261947632
가짜,상자,0.5346543788909912
가짜,사촌,0.5334577560424805
가짜,참사,0.5257061123847961
가짜,헬창,0.5234443545341492
버터,빌보드,0.6232954859733582
버터,Butter,0.6156569123268127
버터,！,0.5820212960243225
버터,김용서,0.5531830787658691
버터,Life Goes On,0.5464787483215332
버터,B-side,0.5436773300170898
버터,Sketch,0.5379890203475952
버터,감사,0.5368306636810303
버터,대체,0.5304613709449768
버터,MTV,0.5205589532852173
TV 동물농장,늑대,0.70794278383255
TV 동물농장,꼭대기,0.6891124844551086
TV 동물농장,보아,0.6852787137031555
TV 동물농장,상여자,0.6834736466407776
TV 동물농장,병영일기,0.6758666038513184
TV 동물농장,시사본부,0.6627442836761475
TV 동물농장,순간포착 세상에 이런 일이,0.6624149680137634
TV 동물농장,신마적,0.6588171124458313
TV 동물농장,6월 13일,0.6563299894332886
TV 동물농장,실험쥐,0.6357030272483826
제네시스 GV70,깡통,0.7183929085731506
제네시스 GV70,핵심,0.6595565676689148
제네시스 GV70,풀옵션,0.6564875841140747
제네시스 GV70,Genesis,0.6499699354171753
제네시스 GV70,GV70,0.6406558156013489
제네시스 GV70,벤츠 S클래스,0.6396626830101013
제네시스 GV70,AWD,0.6375694870948792
제네시스 GV70,터보,0.6242984533309937
제네시스 GV70,장걸,0.6220349669456482
제네시스 GV70,풀체인지,0.6069430708885193
Lovesick Girls,BLACKPINK,0.8525139689445496
Lovesick Girls,1011,0.8510317802429199
Lovesick Girls,Birthday,0.8358830213546753
Lovesick Girls,HOME;RUN,0.8357008695602417
Lovesick Girls,90's Love,0.8348224759101868
Lovesick Girls,엔시티 유,0.8321231603622437
Lovesick Girls,Make A Wish ,0.8308694958686829
Lovesick Girls,Wish,0.8273054361343384
Lovesick Girls,SALUTE,0.8238816857337952
Lovesick Girls,I CAN'T STOP ME,0.819622814655304
이슈,하승진,0.7402693033218384
이슈,KBL,0.7256507873535156
이슈,이관희,0.6824935674667358
이슈,톡,0.6193224191665649
이슈,메이커,0.5967162251472473
이슈,애플카,0.566067099571228
이슈,약혼,0.5108092427253723
이슈,이건희,0.5046072006225586
이슈,회장,0.5041859149932861
이슈,한국경제TV,0.49790874123573303
김범,이동욱,0.747874915599823
김범,우리형,0.6367349028587341
김범,이무기,0.6236646175384521
김범,이규형,0.592970609664917
김범,유일한,0.5786172151565552
김범,암시,0.5459908843040466
김범,구미호뎐,0.5390834808349609
김범,통보,0.5288922190666199
김범,댕댕이,0.5252129435539246
김범,히지,0.5246109366416931
승자,미러전,0.66777503490448
승자,전투,0.6201238632202148
승자,공항도둑,0.6200215816497803
승자,성민지,0.6027904152870178
승자,프리킥,0.5898309350013733
승자,숨막히는,0.5751839876174927
승자,자존심,0.573966383934021
승자,니들,0.5730842351913452
승자,펀치,0.5723881125450134
승자,한이재,0.5665009021759033
남기,산이,0.6703045964241028
남기,대감,0.6379649043083191
남기,출국,0.5912410616874695
남기,오아시스,0.5586000680923462
남기,대해,0.5541353821754456
남기,소중,0.5510173439979553
남기,해 일,0.5472708344459534
남기,다르다,0.5443124175071716
남기,유산,0.5327655076980591
남기,마더,0.5289048552513123
라레,상극,0.6951872706413269
라레,정,0.6563780903816223
라레,계란후라이,0.6291079521179199
라레,라울,0.6248850226402283
라레,고추장,0.6192878484725952
라레,일회용품,0.615634560585022
라레,노소,0.613085925579071
라레,말 마,0.6123202443122864
라레,무우,0.6052648425102234
라레,게다,0.6032741665840149
음악,저니,0.5216726064682007
음악,자신,0.5144362449645996
음악,아홉,0.5056535601615906
음악,DNA,0.5000982880592346
음악,나치,0.49499380588531494
음악,찬스,0.47122713923454285
음악,금속,0.46783286333084106
음악,고등래퍼,0.45832011103630066
음악,웨이체드,0.4573887884616852
음악,액체,0.45615240931510925
인마,이백,0.9385479092597961
인마,이카,0.8282771110534668
인마,츠,0.7090925574302673
인마,립스틱,0.6977112889289856
인마,소녀시대,0.6880061030387878
인마,향수,0.655127763748169
인마,랫,0.6446492075920105
인마,OG,0.6397536396980286
인마,시우민,0.6026191115379333
인마,스포주의,0.6018500328063965
꽃,다주,0.6512281894683838
꽃,반전매력,0.5936862826347351
꽃,명란,0.5911312103271484
꽃,한텐,0.5831834077835083
꽃,덮밥,0.5691514015197754
꽃,농사,0.539569616317749
꽃,빙,0.5370109677314758
꽃,허쉬,0.53697669506073
꽃,수의사,0.5366332530975342
꽃,계란후라이,0.5355201363563538
수익,빠니보틀,0.5625472068786621
수익,세탁기,0.51866614818573
수익,분기,0.5067033767700195
수익,짝퉁,0.5018396377563477
수익,일도,0.4900240898132324
수익,김성회,0.4824601113796234
수익,포르쉐 타이칸,0.4740630090236664
수익,주변인,0.47404783964157104
수익,아리아나 그란데,0.4712401032447815
수익,김정민,0.47082990407943726
연합뉴스TV,추정,0.6614218354225159
연합뉴스TV,정지,0.6598725318908691
연합뉴스TV,제보자,0.6589444875717163
연합뉴스TV,메모,0.6533615589141846
연합뉴스TV,영면,0.635877251625061
연합뉴스TV,유서,0.6336719989776611
연합뉴스TV,행렬,0.6298964619636536
연합뉴스TV,JTBC 뉴스룸,0.6269103288650513
연합뉴스TV,돌려차기,0.6249130368232727
연합뉴스TV,난동,0.6216094493865967
발언,소신,0.7202786207199097
발언,재조명,0.6910163164138794
발언,유서,0.5736737847328186
발언,메모,0.572304368019104
발언,파산,0.5559646487236023
발언,노예,0.5333572030067444
발언,자신을,0.5135011076927185
발언,관세청,0.5129662156105042
발언,경계,0.512923002243042
발언,금메달,0.5117241144180298
투자자,인피니티,0.8664489984512329
투자자,개미,0.8526875972747803
투자자,전무,0.8517107963562012
투자자,세이,0.7076537013053894
투자자,신주,0.6996957063674927
투자자,앤트,0.6814195513725281
투자자,시그니엘,0.6639609932899475
투자자,조아,0.6440458297729492
투자자,자이,0.6424316763877869
투자자,종현,0.6220675706863403
♂️,FIFA 21,0.6582600474357605
♂️,불장난 댄스,0.583189070224762
♂️,주나,0.5383538007736206
♂️,인어왕자,0.5367153286933899
♂️,감사,0.497710257768631
♂️,이든,0.487674355506897
♂️,무야호,0.48386150598526
♂️,비기,0.4711480140686035
♂️,질문 받는다,0.47020474076271057
♂️,기원,0.46703243255615234
신이,상남자 ,0.6791531443595886
신이,찬스,0.5590973496437073
신이,색즉시공,0.5390997529029846
신이,라이벌,0.531852126121521
신이,환이,0.5262718200683594
신이,안정,0.5057243704795837
신이,안자,0.5046119689941406
신이,비화,0.5026543140411377
신이,겉절이,0.5023960471153259
신이,여개,0.5020415186882019
DREAM,Lab,0.7895750999450684
DREAM,Chaotic,0.766692042350769
DREAM,afe,0.7518963813781738
DREAM,NY,0.6610276103019714
DREAM,Arsenal,0.652915358543396
DREAM,City,0.6507897973060608
DREAM,Pho,0.6498630046844482
DREAM,COMP,0.6477814316749573
DREAM,미식회,0.6392785906791687
DREAM,Question,0.6378698348999023
TAEMIN,Criminal,0.8981389403343201
TAEMIN,DEA,0.8418248891830444
TAEMIN,Tutorial,0.8296339511871338
TAEMIN,이데아,0.8100614547729492
TAEMIN,태민,0.7721949219703674
TAEMIN,想,0.769904375076294
TAEMIN,理,0.7681618332862854
TAEMIN,SuperM,0.7463454008102417
TAEMIN,중간고사,0.7414872050285339
TAEMIN,Beyond LIVE,0.7185988426208496
Dog,His,0.7379223108291626
Dog,Superstar,0.7226723432540894
Dog,He,0.6926555037498474
Dog,Face,0.6875588297843933
Dog,Stranger,0.6490087509155273
Dog,Farewell,0.6334170699119568
Dog,Has,0.627975583076477
Dog,Co,0.6082964539527893
Dog,왜왜왜,0.6075350046157837
Dog,Strong,0.5986941456794739
노트,음의,0.7767139673233032
노트,금리,0.7625805735588074
노트,기관,0.731691300868988
노트,성장,0.7243717312812805
노트,염,0.7161334156990051
노트,유미리,0.7040008902549744
노트,블,0.6984660625457764
노트,3대장,0.6581395864486694
노트,대형주,0.6389446258544922
노트,파르,0.604332685470581
헤이즈,Heize,0.8706822395324707
헤이즈,Sleep,0.7403079271316528
헤이즈,Can,0.6537430882453918
헤이즈,허클베리피,0.6536751985549927
헤이즈,Basick,0.6429851651191711
헤이즈,Girl,0.63878333568573
헤이즈,넉살,0.6354018449783325
헤이즈,킬링벌스,0.6325418949127197
헤이즈,오담률,0.6291891932487488
헤이즈,MINO,0.6286826133728027
인분,잔치국수,0.6733523011207581
인분,쎄히,0.6616353392601013
인분,을지,0.6532495617866516
인분,닭다리,0.6515216827392578
인분,클리어,0.6480311751365662
인분,100인,0.6309455037117004
인분,읍니다,0.6246240139007568
인분,빅매치,0.6170779466629028
인분,shr,0.6127444505691528
인분,imp,0.6112020015716553
바람 ,hi,0.7174184322357178
바람 ,치마,0.7029494643211365
바람 ,호피무늬,0.6777042746543884
바람 ,Vanilla,0.6115513443946838
바람 ,Ram,0.6063197255134583
바람 ,거든,0.6026410460472107
바람 ,라이,0.6011623740196228
바람 ,meenoi,0.5714247822761536
바람 ,이세영,0.5529555678367615
바람 ,흑역사,0.5375657677650452
꼬리,SUNMI,0.7945103049278259
꼬리,AIL,0.7489209175109863
꼬리,Duet,0.7057490348815918
꼬리,LIFT,0.6907610297203064
꼬리,D-D-DANCE,0.6862002015113831
꼬리,HER,0.6843146085739136
꼬리,When We Disco,0.673754870891571
꼬리,YELLOW,0.6725786924362183
꼬리,원슈타인,0.672493577003479
꼬리,PENTAGON,0.6674838662147522
정이,주머니,0.5889127850532532
정이,하온,0.5831257700920105
정이,이등병,0.5723166465759277
정이,게임스탑,0.5574069619178772
정이,영화관,0.555167555809021
정이,액션,0.5547853708267212
정이,원리,0.5420168042182922
정이,교통사고,0.5371676087379456
정이,무드등,0.5364263653755188
정이,후손,0.5363144874572754
재테크,팬데믹,0.7709695100784302
재테크,김종보,0.7171123027801514
재테크,타이밍,0.7033128142356873
재테크,저자,0.6296554207801819
재테크,탐,0.6237646341323853
재테크,주도주,0.6178838610649109
재테크,주식투자,0.6139423251152039
재테크,주식시장,0.6043464541435242
재테크,방기,0.6037959456443787
재테크,린이,0.6034917235374451
육아,신생아,0.5676925182342529
육아,이시영,0.5443081259727478
육아,상실,0.5204569697380066
육아,몸매,0.5188568234443665
육아,부모,0.5123322606086731
육아,502,0.49982547760009766
육아,문구,0.49922850728034973
육아,흔적,0.49795785546302795
육아,306,0.4971004128456116
육아,411,0.49705836176872253
Amazing,Saturday,0.8801494240760803
Amazing,놀라운토요일,0.6962998509407043
Amazing,레인보우,0.59592604637146
Amazing,초코,0.5569081902503967
Amazing,더콰이엇,0.5546826720237732
Amazing,WandaVision,0.5541449189186096
Amazing,와인,0.5456657409667969
Amazing,GRAY,0.5448949337005615
Amazing,쇼핑몰,0.5395281314849854
Amazing,돼지국밥,0.5379553437232971
So,9th,0.8511602878570557
So,win,0.8468558192253113
So,ü,0.8437362909317017
So,comeback,0.8434574007987976
So,MAN,0.8388003706932068
So,bac,0.8353787064552307
So,CITY,0.827362060546875
So,English,0.81406569480896
So,백예린,0.8136799931526184
So,che,0.8086158037185669
수비,2주차,0.737066388130188
수비,김하성,0.7199020385742188
수비,4월,0.6730474233627319
수비,믈브,0.6591678261756897
수비,KK,0.6082525253295898
수비,킹하성,0.6050946116447449
수비,명장면,0.5945901274681091
수비,원더,0.5928130149841309
수비,클래스,0.5851658582687378
수비,멀티,0.5765320062637329
새끼,TV 동물농장,0.6118432283401489
새끼,호랑이,0.6101265549659729
새끼,키운,0.5688782334327698
새끼,번역기,0.5398351550102234
새끼,지선 ASMR,0.5265533924102783
새끼,마마보이,0.5180975794792175
새끼,석고상,0.5173117518424988
새끼,한 남자,0.5132917165756226
새끼,묵자,0.5072872042655945
새끼,낭도,0.5061416625976562
괴물,운반,0.7133473753929138
괴물,자라,0.6427385807037354
괴물,장어,0.6298195123672485
괴물,방어,0.6145481467247009
괴물,포획,0.6036020517349243
괴물,사냥,0.5861828923225403
괴물,서귀포,0.5538458228111267
괴물,지게,0.5513442158699036
괴물,대물,0.5436246991157532
괴물,랩,0.528754472732544
평가,저니,0.5567131638526917
평가,체력,0.5470353364944458
평가,주지,0.5081930756568909
평가,깻잎,0.4887571334838867
평가,오른쪽,0.48322606086730957
평가,하나은행,0.48273831605911255
평가,이강,0.47730496525764465
평가,어렵다,0.4766639471054077
평가,이승훈,0.4749525785446167
평가,김우림,0.47480669617652893
헝가리,돼지불백,0.8036450147628784
헝가리,기사식당,0.6821650266647339
헝가리,불백,0.6547064781188965
헝가리,쿠킹,0.6310817003250122
헝가리,유로 2020,0.6257848739624023
헝가리,포르투갈,0.6151705980300903
헝가리,혼혈,0.6031091213226318
헝가리,만세,0.6009278893470764
헝가리,찜닭,0.5988473892211914
헝가리,독일,0.5858922600746155
끝판왕,장해,0.6065419912338257
끝판왕,벌레,0.5860512256622314
끝판왕,치밥,0.5361478328704834
끝판왕,바비큐,0.5180666446685791
끝판왕,K5,0.5158915519714355
끝판왕,144,0.5156488418579102
끝판왕,삼각김밥,0.5046061873435974
끝판왕,시계,0.5006441473960876
끝판왕,할부,0.49539533257484436
끝판왕,미슐랭,0.49250900745391846
봄,2월,0.5885598659515381
봄,룩북,0.5187535285949707
봄,비화,0.5062342286109924
봄,한서준,0.4949389696121216
봄,명란,0.4727068245410919
봄,표정,0.4710184335708618
봄,멘보샤,0.46514996886253357
봄,지인,0.46491870284080505
봄,조직,0.45001834630966187
봄,살인마,0.4448908567428589
엽,한쇼,0.6585424542427063
엽,수원,0.5602849125862122
엽,현주엽,0.5292550921440125
엽,띵,0.5282625555992126
엽,린지,0.5214213132858276
엽,나도,0.5161488056182861
엽,186,0.5120255947113037
엽,여고추리반,0.5117156505584717
엽,아유,0.5103073120117188
엽,2월,0.5092048645019531
델,아무나,0.7274026274681091
델,성견,0.6571741104125977
델,브금,0.6424449682235718
델,성폭행,0.6313435435295105
델,전모,0.6172281503677368
델,경찰서,0.615656316280365
델,팡이요,0.6108351349830627
델,리인,0.6088538765907288
델,택시기사,0.6011582016944885
델,난생,0.6006004214286804
국대,퍼스트,0.6571512222290039
국대,윤석민,0.590525209903717
국대,박지성,0.5711061358451843
국대,넷카마,0.5484201908111572
국대,힘들다,0.5445795655250549
국대,싼샤댐,0.5301594734191895
국대,인방,0.5269505977630615
국대,결판,0.5154309868812561
국대,마운드,0.5153264403343201
국대,18호,0.5087842345237732
샵,반려동물,0.7991776466369629
샵,제모,0.6353622674942017
샵,청소,0.6107337474822998
샵,미용,0.6093369126319885
샵,어머,0.5778857469558716
샵,왁싱,0.5716047883033752
샵,질리언,0.5656257271766663
샵,잠복,0.5655508637428284
샵,사진관,0.5634885430335999
샵,ㄱㄱ,0.5587506294250488
지원,가짜사나이 2기,0.6800110936164856
지원,김용서,0.5416587591171265
지원,쇼미더머니9,0.534727931022644
지원,재난지원금,0.5279602408409119
지원,강오리,0.5189454555511475
지원,체력,0.5164459943771362
지원,바노,0.5108789205551147
지원,유정호,0.5041746497154236
지원,애견,0.5020855069160461
지원,지그,0.5014589428901672
연기,이병헌,0.532915472984314
연기,헐리웃,0.5206597447395325
연기,열일,0.5043079257011414
연기,싸이,0.49741682410240173
연기,티파니,0.495779812335968
연기,만나자마자,0.49526989459991455
연기,신혜선,0.482828289270401
연기,이상민,0.48122507333755493
연기,돌고래,0.4777758717536926
연기,임신 엔딩,0.4731059670448303
앚,반토막,0.6028066873550415
앚,김영희,0.577497661113739
앚,마법사,0.5327894687652588
앚,⁉,0.5309605002403259
앚,Go,0.5171783566474915
앚,기가,0.5167756080627441
앚,쏘,0.5165473222732544
앚,영화관,0.5156948566436768
앚,히게,0.5124499201774597
앚,하임,0.5079324841499329
더보이즈,스타일리스트,0.8290597796440125
더보이즈,THE BOYZ,0.8229793906211853
더보이즈,Stealer,0.7440370917320251
더보이즈,DAWN,0.6676729321479797
더보이즈,던디리던,0.6668843626976013
더보이즈,쇼챔피언,0.6614489555358887
더보이즈,One-reeler,0.6587145328521729
더보이즈,이채연,0.6354921460151672
더보이즈,Capture,0.6346659660339355
더보이즈,ZERO:ATTITUDE,0.6326868534088135
